name,equipment,focus,link,video,images,description,type
dumbbells One-Arm Shoulder Press,dumbbells,Shoulders,https://www.bodybuilding.com/exercises/detail/view/name/dumbbells-one-arm-shoulder-press,videocdn.bodybuilding.com/video/mp4/38000/39071m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/337/Male/l/337_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/337/Male/l/337_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/12.gif","<ol>
<li>Grab a dumbbells and either sit on a military press bench or a utility bench that has a back support on it as you place the dumbbellss upright on top of your thighs or stand up straight.</li>
<li>Clean the dumbbells up to bring it to shoulder height.  The other hand can be kept fully extended to the side, by the waist or grabbing a fixed surface.</li>
<li>Rotate the wrist so that the palm of your hand is facing forward.  This is your starting position.</li>
<li>As you exhale, push the dumbbells up until your arm is fully extended.</li>
<li>After a second pause, slowly come down back to the starting position as you inhale.</li>
<li>Repeat for the recommended amount of repetitions and then switch arms.</li>
<p></p>
</ol>",Krachttraining
Incline Hammer Curls,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/incline-hammer-curls,videocdn.bodybuilding.com/video/mp4/94000/94182m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/882/Male/l/882_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/882/Male/l/882_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li>Seat yourself on an incline bench with a dumbbells in each hand. You should pressed firmly against he back with your feet together. Allow the dumbbellss to hang straight down at your side, holding them with a neutral grip. This will be your starting position.</li>
<li> Initiate the movement by flexing at the elbow, attempting to keep the upper arm stationary.</li>
<li> Continue to the top of the movement and pause, then slowly return to the start position.</li>
</ol>",Krachttraining
Spider Curl,E-Z Curl Bar,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/spider-curl,videocdn.bodybuilding.com/video/mp4/40000/41371m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/178/Male/l/178_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/178/Male/l/178_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Start out by setting the bar on the part of the preacher bench that you would normally sit on.  Make sure to align the barbell properly so that it is balanced and will not fall off.</li>
<li> Move to the front side of the preacher bench (the part where the arms usually lay) and position yourself to lay at a 45 degree slant with your torso and stomach pressed against the front side of the preacher bench.</li>
<li> Make sure that your feet (especially the toes) are well positioned on the floor and place your upper arms on top of the pad located on the inside part of the preacher bench.</li>
<li> Use your arms to grab the barbell with a supinated grip (palms facing up) at about shoulder width apart or slightly closer from each other.</li>
<li> Slowly begin to lift the barbell upwards and exhale. Hold the contracted position for a second as you squeeze the biceps.</li>
<li> Slowly begin to bring the barbell back to the starting position as your breathe in.  .</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Zottman Curl,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/zottman-curl,videocdn.bodybuilding.com/video/mp4/40000/40601m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/204/Male/l/204_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/204/Male/l/204_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Stand up with your torso upright and a dumbbells in each hand being held at arms length.  The elbows should be close to the torso.</li>
<li> Make sure the palms of the hands are facing each other.  This will be your starting position.</li>
<li> While holding the upper arm stationary, curl the weights while contracting the biceps as you breathe out.  Only the forearms should move.  Your wrist should rotate so that you have a supinated (palms up) grip.  Continue the movement until your biceps are fully contracted and the dumbbellss are at shoulder level.</li>
<li> Hold the contracted position for a second as you squeeze the biceps.</li>
<li> Now during the contracted position, rotate your wrist until you now have a pronated (palms facing down) grip with the thumb at a higher position than the pinky.</li>
<li> Slowly begin to bring the dumbbellss back down using the pronated grip.</li>
<li> As the dumbbellss close your thighs, start rotating the wrist so that you go back to a neutral (palms facing your body) grip.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Biceps Curl To Shoulder Press,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/biceps-curl-to-shoulder-press,videocdn.bodybuilding.com/video/mp4/120000/120061m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/4101/Male/l/4101_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/4101/Male/l/4101_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li>  Begin in a standing position with a dumbbells in each hand. Your arms should be hanging at your sides with your palms facing forward. Look directly ahead, keeping your chest up, with your feet shoulder-width apart. This will be your starting position.</li>
<li> Initiate the movement by flexing the elbows to curl the weight. Do not use momentum or flex through the shoulder, instead use a controlled motion. </li>
<li> Execute the pressing movement by extending the arm, flexing and abducting the shoulder to rotate the arm as you press above your head. </li>
<li> Pause at the top of the motion before reversing the movement to return to the starting position. Complete the desired number of repetitions before switching to the opposite side.</li>
</ol>",Krachttraining
Barbell Curl,Barbell,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/barbell-curl,videocdn.bodybuilding.com/video/mp4/38000/38241m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/169/Male/l/169_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/169/Male/l/169_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Stand up with your torso upright while holding a barbell at a shoulder-width grip.  The palm of your hands should be facing forward and the elbows should be close to the torso. This will be your starting position.</li>
<li> While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out.  <strong>Tip:</strong> Only the forearms should move.</li>
<li> Continue the movement until your biceps are fully contracted and the bar is at shoulder level.  Hold the contracted position for a second and squeeze the biceps hard.</li>
<li> Slowly begin to bring the bar back to starting position as your breathe in.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Flexor Incline dumbbells Curls,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/flexor-incline-dumbbells-curls,videocdn.bodybuilding.com/video/mp4/54000/54061m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/285/Male/l/285_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/285/Male/l/285_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li>Hold the dumbbells towards the side farther from you so that you have more weight on the side closest to you. (This can be done for a good effect on all bicep dumbbells exercises). Now do a normal incline dumbbells curl, but keep your wrists as far back as possible so as to neutralize any stress that is placed on them.</li>
<li>Sit on an incline bench that is angled at 45-degrees while holding a dumbbells on each hand.</li>
<li>Let your arms hang down on your sides, with the elbows in, and turn the palms of your hands forward with the thumbs pointing away from the body.  <strong>Tip:</strong> You will keep this hand position throughout the movement as there should not be any twisting of the hands as they come up.  This will be your starting position.</li>
<li>Curl up the two dumbbellss at the same time until your biceps are fully contracted and exhale. <strong>Tip:</strong> Do not swing the arms or use momentum.  Keep a controlled motion at all times.  Hold the contracted position for a second at the top.</li>
<li>As you inhale, slowly go back to the starting position.</li>
<li>Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
dumbbells Bicep Curl,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/dumbbells-bicep-curl,videocdn.bodybuilding.com/video/mp4/38000/39011m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/223/Male/l/223_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/223/Male/l/223_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li>Stand up straight with a dumbbells in each hand at arm's length.  Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward. This will be your starting position.</li>
<li>Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps.  Continue to raise the weights until your biceps are fully contracted and the dumbbellss are at shoulder level.  Hold the contracted position for a brief pause as you squeeze your biceps.</li>
<li>Then, inhale and slowly begin to lower the dumbbellss back to the starting position.</li>
<li>Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Close-Grip EZ Bar Curl,Barbell,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/close-grip-ez-bar-curl,videocdn.bodybuilding.com/video/mp4/58000/59081m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/238/Male/l/238_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/238/Male/l/238_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Stand up with your torso upright while holding an E-Z Curl Bar at the closer inner handle.  The palm of your hands should be facing forward and they should be slightly tilted inwards due to the shape of the bar.  The elbows should be close to the torso. This will be your starting position.</li>
<li> While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out.  <strong>Tip:</strong> Only the forearms should move.</li>
<li> Continue the movement until your biceps are fully contracted and the bar is at shoulder level.  Hold the contracted position for a second and squeeze the biceps hard.</li>
<li> Slowly begin to bring the bar back to starting position as your breathe in.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Wide-Grip Standing Barbell Curl,Barbell,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/wide-grip-standing-barbell-curl,videocdn.bodybuilding.com/video/mp4/40000/41601m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/287/Male/l/287_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/287/Male/l/287_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Stand up with your torso upright while holding a barbell at the wide outer handle.  The palm of your hands should be facing forward.  The elbows should be close to the torso. This will be your starting position.</li>
<li> While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out.  <strong>Tip:</strong> Only the forearms should move.</li>
<li> Continue the movement until your biceps are fully contracted and the bar is at shoulder level.  Hold the contracted position for a second and squeeze the biceps hard.</li>
<li> Slowly begin to bring the bar back to starting position as your breathe in.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Hammer Curls,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/hammer-curls,videocdn.bodybuilding.com/video/mp4/40000/40021m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/147/Male/l/147_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/147/Male/l/147_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Stand up with your torso upright and a dumbbells on each hand being held at arms length.  The elbows should be close to the torso.</li>
<li> The palms of the hands should be facing your torso.  This will be your starting position.</li>
<li> Now, while holding your upper arm stationary, exhale and curl the weight forward while contracting the biceps.  Continue to raise the weight until the biceps are fully contracted and the dumbbells is at shoulder level.  Hold the contracted position for a brief moment as you squeeze the biceps.  Tip: Focus on keeping the elbow stationary and only moving your forearm.</li>
<li> After the brief pause, inhale and slowly begin the lower the dumbbellss back down to the starting position.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
EZ-Bar Curl,E-Z Curl Bar,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/ez-bar-curl,videocdn.bodybuilding.com/video/mp4/38000/39221m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/210/Male/l/210_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/210/Male/l/210_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li>Stand up straight while holding an EZ curl bar at the wide outer handle.  The palms of your hands should be facing forward and slightly tilted inward due to the shape of the bar.  Keep your elbows close to your torso.  This will be your starting position.</li>
<li>Now, while keeping your upper arms stationary, exhale and curl the weights forward while contracting the biceps.  Focus on only moving your forearms.</li>
<li>Continue to raise the weight until your biceps are fully contracted and the bar is at shoulder level.  Hold the top contracted position for a moment and squeeze the biceps.</li>
<li>Then inhale and slowly lower the bar back to the starting position.</li>
<li>Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Concentration Curls,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/concentration-curls,videocdn.bodybuilding.com/video/mp4/38000/38811m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/136/Male/l/136_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/136/Male/l/136_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li>Sit down on a flat bench with one dumbbells in front of you between your legs.  Your legs should be spread with your knees bent and feet on the floor.</li> <li>Use your right arm to pick the dumbbells up.  Place the back of your right upper arm on the top of your inner right thigh.  Rotate the palm of your hand until it is facing forward away from your thigh.  <strong>Tip:</strong> Your arm should be extended and the dumbbells should be above the floor.  This will be your starting position.</li>
<li>While holding the upper arm stationary, curl the weights forward while contracting the biceps as you breathe out.  Only the forearms should move.  Continue the movement until your biceps are fully contracted and the dumbbellss are at shoulder level.  <strong>Tip:</strong> At the top of the movement make sure that the little finger of your arm is higher than your thumb.  This guarantees a good contraction.  Hold the contracted position for a second as you squeeze the biceps.</li>
<li>Slowly begin to bring the dumbbellss back to starting position as your breathe in.  <strong>Caution:</strong> Avoid swinging motions at any time.</li>
<li>Repeat for the recommended amount of repetitions.  Then repeat the movement with the left arm.</li>
</ol>",Krachttraining
Overhead Cable Curl,Cable,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/overhead-cable-curl,videocdn.bodybuilding.com/video/mp4/40000/41111m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/213/Male/l/213_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/213/Male/l/213_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li>To begin, set a weight that is comfortable on each side of the pulley machine.  <strong>Note:</strong> Make sure that the amount of weight selected is the same on each side.</li>
<li>Now adjust the height of the pulleys on each side and make sure that they are positioned at a height higher than that of your shoulders.</li>
<li>Stand in the middle of both sides and use an underhand grip (palms facing towards the ceiling) to grab each handle.  Your arms should be fully extended and parallel to the floor with your feet positioned shoulder width apart from each other.  Your body should be evenly aligned the handles.  This is the starting position.</li>
<li>While exhaling, slowly squeeze the biceps on each side until your forearms and biceps touch.</li>
<li>While inhaling, move your forearms back to the starting position.  <strong>Note:</strong> Your entire body is stationary during this exercise except for the forearms.</li>
<li>Repeat for the recommended amount of repetitions prescribed in your program.</li>
</ol>",Krachttraining
Machine Bicep Curl,Machine,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/machine-bicep-curl,videocdn.bodybuilding.com/video/mp4/94000/94672m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/899/Male/l/899_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/899/Male/l/899_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li>Adjust the seat to the appropriate height and make your weight selection. Place your upper arms against the pads and grasp the handles. This will be your starting position.</li>
<li> Perform the movement by flexing the elbow, pulling your lower arm towards your upper arm. </li>
<li>Pause at the top of the movement, and then slowly return the weight to the starting position.</li>
<li> Avoid returning the weight all the way to the stops until the set is complete to keep tension on the muscles being worked.</li>
</ol>",Krachttraining
Cross Body Hammer Curl,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/cross-body-hammer-curl,videocdn.bodybuilding.com/video/mp4/38000/38821m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/236/Male/l/236_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/236/Male/l/236_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Stand up straight with a dumbbells in each hand.  Your hands should be down at your side with your palms facing in.</li>
<li> While keeping your palms facing in and without twisting your arm, curl the dumbbells of the right arm up towards your left shoulder as you exhale. Touch the top of the dumbbells to your shoulder and hold the contraction for a second.</li>
<li> Slowly lower the dumbbells along the same path as you inhale and then repeat the same movement for the left arm.</li>
<li> Continue alternating in this fashion until the recommended amount of repetitions is performed for each arm.</li>
</ol>",Krachttraining
Reverse Barbell Preacher Curls,E-Z Curl Bar,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/reverse-barbell-preacher-curls,videocdn.bodybuilding.com/video/mp4/54000/54381m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/8/Male/l/8_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/8/Male/l/8_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Grab an EZ-bar using a shoulder width and palms down (pronated) grip.</li>
<li> Now place the upper part of both arms on top of the preacher bench and have your arms extended.  This will be your starting position.</li>
<li> As you exhale, use the biceps to curl the weight up until your biceps are fully contracted and the barbell is at shoulder height. Squeeze the biceps hard for a second at the contracted position.</li>
<li> As you breathe in, slowly lower the barbell until your upper arms are extended and the biceps is fully stretched.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Standing One-Arm Cable Curl,Cable,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/standing-one-arm-cable-curl,videocdn.bodybuilding.com/video/mp4/54000/54491m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/192/Male/l/192_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/192/Male/l/192_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Start out by grabbing single handle next to the low pulley machine.  Make sure you are far enough from the machine so that your arm is supporting the weight.</li>
<li> Make sure that your upper arm is stationary, perpendicular to the floor with elbows in and palms facing forward. Your non lifting arm should be grabbing your waist.  This will allow you to keep your balance.</li>
<li> Slowly begin to curl the single handle upwards while keeping the upper arm stationary until your forearm touches your bicep while exhaling. <strong>Tip:</strong> Only the forearm should move.</li>
<li> Hold the contraction position as you squeeze the bicep and then lower the single handle back down to the starting position as you inhale.</li>
<li> Repeat for the recommended amount of repetitions.</li>
<li> Switch arms while performing this exercise.</li>
</ol>",Krachttraining
Seated Close-Grip Concentration Barbell Curl,Barbell,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/seated-close-grip-concentration-barbell-curl,videocdn.bodybuilding.com/video/mp4/40000/40171m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/309/Male/l/309_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/309/Male/l/309_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Sit down on a flat bench with a barbell or E-Z Bar in front of you in between your legs.  Your legs should be spread with the knees bent and the feet on the floor.</li>
<li> Use your arms to pick the barbell up and place the back of your upper arms on top of your inner thighs (around three and a half inches away from the front of the knee).  A supinated grip closer than shoulder width is needed to perform this exercise. <strong>Tip:</strong> Your arm should be extended at arms length and the barbell should be above the floor.  This will be your starting position.</li>
<li> While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out.  Only the forearms should move.  Continue the movement until your biceps are fully contracted and the dumbbellss are at shoulder level.  Hold the contracted position for a second as you squeeze the biceps.</li>
<li> Slowly begin to bring the barbell back to starting position as your breathe in. <strong>Tip:</strong> Avoid swinging motions at any time.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Reverse Cable Curl,Cable,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/reverse-cable-curl,videocdn.bodybuilding.com/video/mp4/40000/40781m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/141/Male/l/141_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/141/Male/l/141_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Stand up with your torso upright while holding a bar attachment that is attached to a low pulley using a pronated (palms down) and shoulder width grip.  Make sure also that you keep the elbows close to the torso.  This will be your starting position.</li>
<li> While holding the upper arms stationary, curl the weights while contracting the biceps as you breathe out.  Only the forearms should move.  Continue the movement until your biceps are fully contracted and the bar is at shoulder level.  Hold the contracted position for a second as you squeeze the muscle.</li>
<li> Slowly begin to bring the bar back to starting position as your breathe in.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
One Arm dumbbells Preacher Curl,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-dumbbells-preacher-curl,videocdn.bodybuilding.com/video/mp4/40000/41331m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/255/Male/l/255_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/255/Male/l/255_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Grab a dumbbells with the right arm and place the upper arm on top of the preacher bench or the incline bench.  The dumbbells should be held at shoulder length.  This will be your starting position.</li>
<li> As you breathe in, slowly lower the dumbbells until your upper arm is extended and the biceps is fully stretched.</li>
<li> As you exhale, use the biceps to curl the weight up until your biceps is fully contracted and the dumbbells is at shoulder height.  Again, remember that to ensure full contraction you need to bring that small finger higher than the thumb.</li>
<li> Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions.</li>
<li> Switch arms and repeat the movement.</li>
</ol>",Krachttraining
Incline dumbbells Curl,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/incline-dumbbells-curl,videocdn.bodybuilding.com/video/mp4/40000/40241m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/114/Male/l/114_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/114/Male/l/114_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li>Sit back on an incline bench with a dumbbells in each hand held at arms length.  Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward.  This will be your starting position.</li>
<li>While holding the upper arm stationary, curl the weights forward while contracting the biceps as you breathe out.  Only the forearms should move.  Continue the movement until your biceps are fully contracted and the dumbbellss are at shoulder level.  Hold the contracted position for a second.</li>
<li>Slowly begin to bring the dumbbellss back to starting position as your breathe in.</li>
<li>Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Alternate Hammer Curl,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/alternate-hammer-curl,videocdn.bodybuilding.com/video/mp4/52000/53751m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/158/Male/l/158_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/158/Male/l/158_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Stand up with your torso upright and a dumbbells in each hand being held at arms length.  The elbows should be close to the torso.</li>
<li> The palms of the hands should be facing your torso.  This will be your starting position.</li>
<li> While holding the upper arm stationary, curl the right weight forward while contracting the biceps as you breathe out.  Continue the movement until your biceps is fully contracted and the dumbbellss are at shoulder level.  Hold the contracted position for a second as you squeeze the biceps. <strong>Tip:</strong> Only the forearms should move.</li>
<li> Slowly begin to bring the dumbbellss back to starting position as your breathe in.</li>
<li> Repeat the movement with the left hand.  This equals one repetition.</li>
<li> Continue alternating in this manner for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Close-Grip Standing Barbell Curl,Barbell,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/close-grip-standing-barbell-curl,videocdn.bodybuilding.com/video/mp4/38000/38801m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/276/Male/l/276_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/276/Male/l/276_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Hold a barbell with both hands, palms up and a few inches apart.</li>
<li> Stand with your torso straight and your head up.  Your feet should be about shoulder width and your elbows close to your torso.  This will be your starting position. <strong>Tip:</strong> You will keep your upper arms and elbows stationary throughout the movement.</li>
<li> Curl the bar up in a semicircular motion until the forearms touch your biceps.  Exhale as you perform this portion of the movement and contract your biceps hard for a second at the top. <strong>Tip:</strong> Avoid bending the back or using swinging motions as you lift the weight.  Only the forearms should move.</li>
<li> Slowly go back down to the starting position as you inhale.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Preacher Curl,Barbell,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/preacher-curl,videocdn.bodybuilding.com/video/mp4/40000/40901m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/180/Male/l/180_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/180/Male/l/180_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> To perform this movement you will need a preacher bench and an E-Z bar.  Grab the E-Z curl bar at the close inner handle (either have someone hand you the bar which is preferable or grab the bar from the front bar rest provided by most preacher benches).  The palm of your hands should be facing forward and they should be slightly tilted inwards due to the shape of the bar.</li>
<li> With the upper arms positioned against the preacher bench pad and the chest against it, hold the E-Z Curl Bar at shoulder length.  This will be your starting position.</li>
<li> As you breathe in, slowly lower the bar until your upper arm is extended and the biceps is fully stretched.</li>
<li> As you exhale, use the biceps to curl the weight up until your biceps is fully contracted and the bar is at shoulder height.  Squeeze the biceps hard and hold this position for a second.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Barbell Curls Lying Against An Incline,Barbell,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/barbell-curls-lying-against-an-incline,videocdn.bodybuilding.com/video/mp4/38000/38251m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/300/Male/l/300_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/300/Male/l/300_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li>Lie against an incline bench, with your arms holding a barbell and hanging down in a horizontal line. This will be your starting position.</li>
<li>While keeping the upper arms stationary, curl the weight up as high as you can while squeezing the biceps.  Breathe out as you perform this portion of the movement.  <strong>Tip:</strong> Only the forearms should move.  Do not swing the arms.</li>
<li>After a second contraction, slowly go back to the starting position as you inhale. <strong>Tip:</strong> Make sure that you go all of the way down.</li>
<li>Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Alternate Incline dumbbells Curl,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/alternate-incline-dumbbells-curl,videocdn.bodybuilding.com/video/mp4/38000/38091m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/125/Male/l/125_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/125/Male/l/125_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Sit down on an incline bench with a dumbbells in each hand being held at arms length.  <strong>Tip:</strong> Keep the elbows close to the torso.This will be your starting position.</li>
<li> While holding the upper arm stationary, curl the right weight forward while contracting the biceps as you breathe out. As you do so, rotate the hand so that the palm is facing up. Continue the movement until your biceps is fully contracted and the dumbbellss are at shoulder level.  Hold the contracted position for a second as you squeeze the biceps. <strong>Tip:</strong> Only the forearms should move.</li>
<li> Slowly begin to bring the dumbbells back to starting position as your breathe in.</li>
<li> Repeat the movement with the left hand.  This equals one repetition.</li>
<li> Continue alternating in this manner for the recommended amount of repetitions.</li>
</ol>",Krachttraining
